family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
3155,12,92,29,40,9,1,68,74,59,89,7
3156,75,1,88,68,51,8,38,24,23,7,5
3157,88,11,17,1,16,43,53,38,64,39,4
3158,87,88,44,45,89,5,73,57,98,40,6
3159,87,24,67,88,20,35,1,64,28,18,4
3160,17,29,61,26,1,66,48,32,54,75,4
3161,25,33,1,18,52,53,24,56,87,59,4
3162,17,68,3,29,73,52,25,1,27,79,8
3163,66,17,95,53,56,7,39,28,74,3,5
3164,1,5,28,78,10,39,80,88,53,96,7
3165,91,59,60,79,15,96,12,54,52,42,4
3166,19,5,37,26,27,1,39,40,88,61,4
3167,14,5,40,96,24,25,19,34,67,1,3
3168,94,74,76,1,10,47,81,34,25,11,4
3169,54,89,10,46,95,73,25,1,8,41,3
3170,96,11,53,25,4,16,29,69,18,95,5
3171,76,89,69,39,19,66,54,90,81,60,3
3172,3,95,8,7,24,91,32,1,39,5,5
3173,60,66,7,42,31,41,12,49,55,89,3
3174,24,73,1,22,38,5,11,90,95,99,4
3175,69,28,18,5,52,59,32,25,80,20,5
3176,10,53,3,18,15,66,20,58,87,82,4
3177,24,47,50,76,19,18,28,15,26,64,4
3178,47,1,21,13,68,52,38,40,30,7,4
3179,66,88,39,18,84,11,24,82,32,57,2
3180,39,66,33,17,75,46,38,45,1,80,4
3181,75,10,85,53,33,9,44,39,66,5,3
3182,11,61,10,1,22,39,51,64,33,24,5
3183,19,75,66,1,85,68,7,97,5,67,6
3184,66,96,44,25,99,94,53,29,18,1,3
3185,45,35,80,38,26,53,52,1,90,47,3
3186,4,1,12,70,36,80,40,96,67,11,3
3187,61,89,8,97,42,34,33,38,19,46,2
3188,94,13,52,61,44,37,35,32,10,68,4
3189,94,22,33,18,25,46,24,38,81,14,4
3190,52,1,37,61,5,17,2,19,26,94,3
3191,53,52,13,1,16,92,17,14,22,87,4
3192,53,88,67,30,65,23,82,2,1,68,5
3193,29,60,4,19,36,74,6,68,39,25,3
3194,62,81,1,61,28,88,74,54,46,20,5
3195,22,20,74,11,45,66,26,54,40,88,3
3196,45,67,82,16,10,1,50,42,38,19,3
3197,89,82,9,1,75,81,20,73,80,78,3
3198,1,18,28,92,90,95,19,32,22,67,3
3199,36,25,23,93,29,80,38,27,24,84,4
3200,9,21,74,17,35,32,89,28,44,4,2
3201,38,21,40,1,6,3,87,19,24,95,5
3202,28,4,38,54,68,17,48,62,12,39,3
3203,9,1,32,73,19,95,3,50,25,23,8
3204,47,26,45,61,54,77,31,13,24,70,3
3205,95,1,54,47,20,74,96,80,39,25,3
3206,37,1,11,59,87,12,26,95,2,17,4
3207,82,53,47,1,9,89,33,11,46,17,5
3208,74,10,12,18,99,1,93,61,46,45,5
3209,93,61,34,24,86,40,31,46,73,54,4
3210,25,4,98,1,31,51,75,52,53,71,4
3211,4,67,45,94,58,8,74,10,59,57,6
3212,19,54,95,67,39,89,8,69,31,47,6
3213,33,20,87,42,26,40,15,16,47,72,4
3214,6,17,81,89,79,63,3,96,33,66,5
3215,1,59,33,80,31,19,39,52,95,26,2
3216,10,37,92,89,4,15,95,1,25,3,4
3217,53,94,91,33,25,39,81,71,1,29,2
3218,42,76,89,30,31,53,58,12,33,80,3
3219,47,74,9,33,38,40,54,12,10,46,3
3220,1,4,17,24,14,2,21,52,60,36,2
3221,28,88,96,12,1,10,11,97,66,89,4
3222,25,57,11,42,4,82,46,1,62,26,4
3223,25,14,38,94,43,84,46,1,3,87,4
3224,44,50,32,30,1,12,17,35,67,5,4
3225,73,26,54,12,64,100,52,11,19,10,3
3226,26,75,1,97,61,89,36,4,48,81,5
3227,13,40,20,56,15,82,21,44,1,96,4
3228,60,10,68,5,15,31,1,23,87,27,5
3229,78,34,46,82,33,91,95,12,81,1,4
3230,8,73,37,31,1,13,57,38,4,19,5
3231,5,1,16,47,96,10,78,25,40,88,7
3232,12,68,45,73,1,80,15,16,54,40,3
3233,18,3,45,12,4,15,39,25,72,32,3
3234,53,24,26,82,10,6,13,46,11,98,5
3235,91,39,25,60,77,1,17,19,14,11,3
3236,40,5,18,96,10,47,8,59,69,45,4
3237,36,52,40,54,88,33,60,45,72,76,4
3238,34,91,8,32,12,54,10,25,4,7,5
3239,8,78,45,3,81,26,14,87,68,1,3
3240,19,45,18,17,68,94,3,4,75,52,4
3241,3,53,17,47,33,94,89,73,41,82,5
3242,46,33,38,9,13,1,73,52,94,24,5
3243,7,4,13,74,35,47,17,49,61,33,4
3244,3,94,16,19,40,75,11,33,34,62,2
3245,93,25,19,1,9,27,17,88,18,82,3
3246,1,61,34,77,75,38,20,94,5,46,3
3247,35,26,54,39,66,13,6,1,68,96,2
3248,7,53,38,25,69,26,35,17,61,31,4
3249,52,16,46,12,47,97,80,19,31,1,6
3250,94,100,17,39,95,67,25,92,38,88,4
3251,38,24,60,49,32,88,75,39,94,13,5
3252,17,91,41,59,1,50,96,25,49,73,3
3253,82,7,38,52,39,50,15,45,20,68,6
3254,82,50,75,26,7,85,60,2,96,72,6
3255,22,82,11,81,66,1,24,39,17,16,5
3256,1,61,45,81,49,4,19,26,87,42,6
3257,16,44,56,3,1,83,2,6,59,32,2
3258,8,89,62,2,63,7,19,93,48,81,4
3259,17,56,66,18,12,61,49,46,44,21,3
3260,73,74,95,53,35,47,1,31,23,54,7
3261,75,1,12,5,40,88,60,26,79,28,6
3262,80,1,4,73,3,53,26,32,82,46,6
3263,32,5,87,25,1,21,38,18,65,23,4
3264,24,14,33,69,45,5,82,74,28,52,6
3265,12,73,77,18,88,89,15,19,51,95,4
3266,4,87,33,53,72,28,80,1,93,59,3
3267,47,85,82,74,40,11,60,86,38,45,4
3268,81,99,31,6,59,8,25,96,61,7,3
3269,13,1,22,23,40,50,4,52,63,38,5
3270,1,58,50,14,96,59,56,35,92,12,7
3271,17,53,77,88,5,87,54,40,11,25,5
3272,24,46,94,96,9,59,58,26,49,5,5
3273,10,26,94,19,29,1,27,31,95,18,6
3274,1,41,18,26,59,30,33,10,31,48,3
3275,59,17,67,46,28,12,1,70,26,49,5
3276,67,10,3,47,5,45,96,52,81,61,7
3277,34,18,67,25,73,75,38,95,53,59,4
3278,56,59,5,10,99,1,71,39,60,31,4
3279,1,75,19,17,73,53,66,95,23,9,4
3280,47,1,94,46,31,74,4,89,25,18,3
3281,1,73,75,80,37,32,51,10,17,45,6
3282,1,25,22,40,75,7,39,73,67,10,6
3283,52,74,35,31,43,1,4,95,33,58,7
3284,34,1,46,13,15,61,22,18,31,26,3
3285,47,62,37,45,3,60,23,88,80,54,7
3286,21,4,96,1,20,83,26,2,44,59,7
3287,4,2,38,66,10,6,87,46,45,14,5
3288,48,13,51,12,29,61,67,81,7,90,3
3289,51,59,14,67,53,45,26,1,40,46,4
3290,45,60,1,74,44,7,52,24,21,37,4
3291,89,95,27,52,19,8,16,53,10,48,5
3292,56,67,73,82,74,14,31,95,88,57,4
3293,87,45,32,85,90,19,9,1,88,24,2
3294,45,48,11,81,44,75,3,50,1,88,4
3295,43,74,11,24,88,38,41,14,39,20,3
3296,10,21,24,66,74,58,19,39,72,32,7
3297,83,6,40,61,28,95,22,10,46,8,3
3298,86,43,41,61,94,87,52,6,76,24,3
3299,67,66,38,95,12,25,21,17,44,40,4
3300,32,47,45,61,7,19,1,33,93,16,4
3301,1,94,26,39,29,8,5,16,96,24,3
3302,19,66,87,68,12,26,1,52,22,38,5
3303,68,31,75,32,1,36,7,12,5,43,3
3304,89,31,1,4,60,40,12,87,92,67,6
3305,67,32,24,4,40,3,1,26,43,46,5
3306,1,88,12,81,10,18,9,53,22,68,4
3307,95,12,4,88,19,16,10,81,3,72,4
3308,94,26,19,89,1,17,77,82,84,61,4
3309,25,33,68,15,56,38,48,26,12,1,5
3310,10,29,89,20,68,21,1,12,54,19,2
3311,18,9,61,3,6,52,45,50,16,67,2
3312,31,47,4,18,16,39,76,11,68,52,8
3313,30,89,87,1,11,57,17,4,81,12,3
3314,1,6,67,73,66,27,8,47,3,37,3
3315,100,66,26,88,25,1,82,54,2,39,4
3316,11,33,59,3,66,17,37,15,48,19,4
3317,66,47,6,99,80,45,58,10,95,4,7
3318,1,59,66,4,6,58,46,62,89,33,5
3319,60,54,56,28,21,3,74,61,19,47,5
3320,46,50,19,35,68,14,10,59,53,44,4
3321,53,26,15,5,1,13,28,33,23,66,4
3322,17,73,31,1,26,42,60,96,4,46,5
3323,1,81,45,71,3,34,38,24,66,67,3
3324,11,40,21,68,73,8,18,48,5,14,3
3325,96,99,25,47,67,93,1,19,56,27,6
3326,23,87,11,82,75,37,52,1,22,63,5
3327,76,61,75,14,53,30,41,82,6,21,5
3328,73,12,80,5,21,95,59,26,19,17,5
3329,1,19,5,40,10,75,11,18,95,91,4
3330,80,82,39,1,24,37,6,49,17,9,5
3331,34,32,22,35,31,18,88,27,17,68,2
3332,40,1,24,87,19,5,54,56,65,60,8
3333,17,66,43,28,1,95,25,90,80,24,2
3334,1,100,31,91,90,4,12,46,59,10,6
3335,25,10,19,91,41,24,34,66,1,86,4
3336,88,36,44,10,89,73,38,76,15,26,4
3337,94,77,66,33,45,75,74,31,19,48,4
3338,4,23,95,25,6,38,61,53,97,33,4
3339,24,32,94,54,10,1,29,96,26,88,5
3340,68,45,29,31,81,87,8,52,53,32,3
3341,92,25,75,73,6,33,19,12,17,29,3
3342,3,17,60,32,2,61,11,75,94,18,5
3343,67,1,14,38,68,75,47,74,26,80,4
3344,74,52,60,40,18,24,44,26,19,6,5
3345,14,38,25,68,13,12,26,6,65,17,6
3346,60,34,15,4,9,67,17,1,33,22,7
3347,30,17,75,89,23,1,53,68,31,61,6
3348,57,10,26,45,94,39,16,32,12,80,4
3349,25,1,21,2,4,49,53,99,24,73,4
3350,1,19,88,38,95,54,5,68,10,52,4
3351,33,18,95,25,48,37,39,68,52,47,4
3352,5,80,85,10,94,8,20,60,11,1,5
3353,33,54,78,67,4,17,39,87,11,55,3
3354,32,63,25,48,40,16,80,93,52,30,5
3355,24,26,53,85,5,94,67,39,34,31,4
3356,21,40,52,39,13,48,15,73,84,82,3
3357,46,1,45,96,95,4,81,89,44,48,7
3358,73,38,69,61,45,10,21,26,17,4,4
3359,82,26,52,18,61,73,45,79,20,67,4
3360,67,1,61,96,4,18,31,12,88,47,4
3361,1,53,72,32,59,38,81,17,60,74,2
3362,17,1,15,74,67,89,12,62,10,73,4
3363,12,61,21,31,45,67,40,76,89,9,2
3364,19,18,1,4,31,37,28,32,94,83,2
3365,67,56,4,68,82,31,34,38,94,32,7
3366,5,7,88,1,31,68,82,61,2,26,6
3367,45,47,11,53,90,6,26,77,89,33,6
3368,71,40,1,87,4,2,73,58,3,88,5
3369,40,74,52,38,1,25,2,19,9,21,7
3370,31,24,47,12,96,16,29,52,3,60,3
3371,20,13,26,12,68,89,80,46,94,59,4
3372,82,1,94,13,46,59,3,78,4,8,5
3373,50,81,67,95,98,17,79,15,100,71,4
3374,24,4,1,3,82,52,26,8,94,11,4
3375,47,31,86,42,58,38,40,1,94,96,2
3376,46,15,10,12,59,30,81,19,4,95,7
3377,87,49,88,9,32,52,40,33,68,28,4
3378,24,67,84,71,13,14,10,1,94,39,2
3379,47,76,96,52,59,18,90,79,94,12,6
3380,38,28,1,47,93,50,31,17,20,18,4
3381,80,73,46,17,1,66,95,4,52,8,4
3382,73,63,20,17,52,12,6,1,23,41,3
3383,94,37,36,45,10,59,55,87,53,46,7
3384,13,17,80,40,25,24,45,96,9,31,5
3385,85,95,66,36,55,61,74,31,81,58,5
3386,86,84,72,54,96,80,1,45,24,6,4
3387,5,55,1,59,24,92,64,12,67,31,2
3388,57,1,9,18,66,82,26,12,68,42,2
3389,3,47,66,39,68,18,88,1,73,17,4
3390,57,25,35,93,4,47,37,17,26,76,3
3391,57,71,25,87,31,38,61,59,52,4,6
3392,68,11,22,50,29,40,7,4,67,95,6
3393,33,32,92,61,25,82,56,59,52,6,6
3394,1,52,70,46,88,95,41,13,26,54,5
3395,4,1,60,34,40,9,83,75,96,10,8
3396,1,94,27,17,81,11,12,32,40,5,5
3397,58,6,33,47,75,81,26,54,8,88,4
3398,47,75,73,46,34,89,22,94,5,16,6
3399,13,29,10,7,52,77,41,76,26,80,4
3400,33,4,26,67,43,42,54,40,66,65,7
3401,1,15,44,25,50,57,12,87,45,96,3
3402,40,84,69,73,18,22,24,12,20,16,2
3403,89,3,61,53,67,1,24,46,7,55,2
3404,9,10,1,3,88,29,81,46,94,54,6
3405,1,12,13,51,4,95,60,31,89,55,4
3406,4,63,39,41,25,81,19,75,49,76,4
3407,60,21,12,24,10,37,74,38,61,73,6
3408,4,45,87,60,6,19,2,80,31,95,5
3409,59,38,88,58,80,22,28,45,86,53,3
3410,25,61,1,67,35,17,54,24,10,18,2
3411,89,1,34,88,52,81,28,59,67,61,2
3412,96,33,46,1,39,87,45,74,82,26,4
3413,24,33,74,39,55,32,47,18,41,19,6
3414,24,88,28,61,29,3,40,25,66,73,6
3415,1,59,25,9,17,33,74,80,98,87,5
3416,80,46,67,1,17,68,11,41,37,24,3
3417,49,46,59,1,7,41,52,25,55,70,3
3418,17,57,10,80,32,4,81,87,3,29,3
3419,80,4,6,1,26,54,5,82,15,31,6
3420,66,29,3,99,9,67,38,49,10,61,2
3421,40,1,43,49,21,5,53,84,12,75,2
3422,7,45,98,1,19,34,26,82,99,40,6
3423,78,39,2,10,35,67,81,17,53,1,6
3424,7,1,62,67,32,81,17,73,56,75,4
3425,1,33,15,5,32,90,46,45,4,61,5
3426,55,37,29,84,5,96,99,81,67,22,7
3427,87,12,74,80,73,39,75,17,52,14,5
3428,46,1,54,31,90,89,3,61,75,88,3
3429,32,61,35,33,48,70,73,66,18,20,6
3430,34,72,20,87,25,3,1,68,75,13,4
3431,95,70,84,92,3,40,11,60,15,18,3
3432,28,1,20,53,99,87,25,33,52,30,6
3433,24,74,45,5,4,13,11,81,96,40,4
3434,8,44,38,37,54,75,1,14,5,4,6
3435,29,1,5,54,30,95,11,45,59,89,4
3436,18,96,47,82,97,12,1,26,5,74,2
3437,53,32,81,29,4,1,25,60,6,27,4
3438,9,2,19,82,28,51,53,32,6,93,7
3439,28,96,11,15,47,67,82,22,71,3,3
3440,56,23,30,33,3,57,45,60,66,53,4
3441,24,1,15,95,5,25,76,89,40,61,3
3442,59,30,31,47,33,25,80,1,53,23,6
3443,29,61,79,45,25,53,40,52,56,44,4
3444,19,47,3,2,25,10,56,24,65,38,2
3445,70,60,34,1,93,18,87,19,95,4,6
3446,3,1,47,46,67,30,9,88,73,95,4
3447,23,39,21,56,24,32,4,33,81,65,4
3448,40,90,19,75,52,10,79,1,33,24,6
3449,4,26,89,5,46,34,11,40,3,24,7
3450,43,89,61,48,36,6,31,41,83,47,6
3451,40,6,14,96,53,52,95,17,32,58,4
3452,57,1,25,32,31,74,75,66,47,23,4
3453,66,46,89,58,87,68,25,1,95,61,6
3454,11,80,40,95,19,10,45,1,46,29,3
3455,81,1,8,6,17,53,31,94,22,93,4
3456,3,51,95,5,91,26,30,10,11,79,4
3457,1,32,5,88,47,19,79,61,67,95,5
3458,19,95,56,37,70,53,39,17,3,41,2
3459,81,18,95,88,47,21,53,2,43,51,2
3460,68,25,36,37,22,1,27,53,34,94,5
3461,66,53,29,87,44,50,94,57,18,38,4
3462,82,1,26,17,60,44,10,87,66,46,3
3463,31,57,11,17,33,32,75,61,1,3,2
3464,1,10,87,8,63,20,43,59,5,74,3
3465,15,92,66,50,1,4,44,31,61,11,3
3466,17,86,51,16,94,95,98,26,88,59,6
3467,18,66,94,3,24,4,95,16,87,32,4
3468,59,25,45,52,38,14,89,94,60,1,4
3469,25,64,38,31,35,100,53,10,18,44,5
3470,21,26,1,4,56,9,54,87,59,34,7
3471,39,87,18,67,54,49,1,15,33,41,8
3472,5,33,31,19,1,39,42,80,15,29,4
3473,45,3,4,61,39,55,38,42,15,33,2
3474,10,96,25,95,3,88,68,51,59,63,3
3475,6,43,58,41,12,59,47,60,94,40,5
3476,20,45,40,47,70,32,11,53,30,89,7
3477,27,45,67,40,56,18,15,61,81,1,5
3478,46,31,1,11,8,25,77,73,53,64,4
3479,88,45,61,24,31,1,57,49,22,15,4
3480,8,9,60,40,25,2,73,28,69,45,4
3481,76,31,6,27,51,68,9,54,19,92,5
3482,74,23,95,53,48,60,80,17,15,46,7
3483,9,53,81,95,50,8,68,16,64,32,3
3484,24,59,81,17,87,26,68,22,75,53,4
3485,1,3,6,82,21,78,68,4,56,81,4
3486,90,31,34,19,1,79,42,85,46,41,2
3487,51,74,20,31,12,87,1,11,66,59,5
3488,37,16,6,38,61,3,18,12,1,59,4
3489,81,16,67,12,52,53,95,4,10,41,5
3490,32,67,47,98,52,66,60,54,24,46,5
3491,37,4,16,50,40,23,60,12,95,18,5
3492,45,74,95,50,61,87,1,69,26,17,4
3493,89,84,66,82,51,40,30,87,95,52,3
3494,87,11,61,38,59,30,1,3,45,96,4
3495,2,24,51,17,68,39,7,80,27,66,5
3496,1,3,45,4,95,18,80,74,76,40,6
3497,32,60,55,4,7,1,31,49,25,23,3
3498,48,11,38,67,1,35,95,25,60,59,8
3499,17,59,76,53,82,37,73,54,15,10,4
3500,24,29,55,6,31,19,59,88,73,11,6
3501,50,5,40,39,28,32,6,67,31,63,5
3502,23,46,24,22,1,25,53,11,32,5,6
3503,5,52,51,68,12,10,23,33,59,54,3
3504,19,9,31,41,1,5,54,25,53,56,4
3505,24,10,4,21,90,54,35,41,17,47,6
3506,1,53,82,87,92,40,66,28,17,33,4
3507,40,91,59,2,93,12,65,11,95,47,2
3508,96,31,15,47,14,51,12,26,49,73,5
3509,67,39,46,5,1,2,68,9,11,48,8
3510,1,45,28,11,94,62,43,18,66,22,3
3511,3,43,26,1,19,66,24,81,17,31,5
3512,4,5,44,1,11,88,25,95,33,31,5
3513,44,1,21,5,32,46,52,23,18,22,4
3514,66,12,1,71,2,75,26,74,24,9,2
3515,20,5,29,46,55,95,93,47,25,61,3
3516,5,9,40,12,81,17,19,80,31,33,4
3517,68,18,1,16,24,81,40,38,88,47,2
3518,95,45,48,53,68,1,18,26,66,14,4
3519,74,37,17,75,32,1,46,92,5,97,5
3520,75,2,81,33,67,25,96,1,23,90,2
3521,99,80,87,31,66,15,95,19,45,18,6
3522,40,87,80,8,95,9,25,28,22,4,5
3523,60,82,44,47,98,18,96,45,10,4,6
3524,3,26,80,31,67,5,15,1,87,61,3
3525,53,96,15,80,95,12,2,29,39,74,7
3526,1,16,10,35,23,64,22,58,84,29,5
3527,12,34,31,8,67,63,14,10,87,38,2
3528,33,40,2,11,38,82,39,74,87,4,4
3529,46,16,1,53,35,32,55,33,75,25,4
3530,24,45,9,89,75,99,32,11,40,31,3
3531,1,59,19,24,68,25,62,60,16,42,2
3532,88,2,10,18,19,86,53,73,5,61,3
3533,68,26,32,3,52,19,74,30,60,45,7
3534,87,52,40,55,10,54,3,77,32,4,4
3535,22,85,57,8,13,43,1,46,55,75,6
3536,32,11,59,19,1,40,4,12,26,53,7
3537,40,74,82,87,75,28,51,3,12,60,5
3538,5,19,41,52,23,33,1,80,90,49,4
3539,89,20,82,1,24,73,94,5,85,32,2
3540,11,38,75,6,19,54,9,5,81,60,3
3541,22,3,34,72,11,89,18,6,10,77,2
3542,23,6,54,52,46,1,45,24,33,60,6
3543,72,3,12,94,88,18,17,44,26,2,5
3544,4,71,66,1,39,24,89,92,46,96,6
3545,82,87,1,51,70,9,53,68,78,45,2
3546,1,59,42,96,47,90,23,97,39,72,4
3547,52,1,10,64,22,14,19,61,24,81,7
3548,89,1,56,66,42,67,5,96,4,61,4
3549,46,52,18,89,26,53,1,82,60,74,5
3550,89,49,1,13,15,99,96,10,87,34,2
3551,10,11,4,91,39,38,96,27,61,89,4
3552,75,5,89,32,1,24,19,15,47,96,6
3553,47,1,33,89,50,19,56,73,37,55,3
3554,48,9,47,15,1,56,80,30,4,53,3
3555,57,19,5,66,44,21,9,6,29,17,5
3556,3,18,74,11,61,66,38,84,53,80,6
3557,11,39,99,10,18,1,79,21,27,16,2
3558,87,33,2,54,17,12,75,10,5,15,4
3559,26,29,39,73,74,87,46,70,1,44,5
3560,5,86,18,94,19,14,31,32,12,25,7
3561,14,25,18,83,94,80,1,52,51,8,4
3562,24,21,55,39,78,89,87,3,31,94,5
3563,48,53,50,72,52,82,26,30,42,27,2
3564,89,20,3,27,53,60,26,80,73,71,4
3565,67,1,98,74,16,5,68,27,10,44,4
3566,46,1,3,17,75,22,41,48,12,11,3
3567,11,1,49,19,80,98,6,76,22,24,4
3568,94,23,10,85,11,1,56,66,62,18,3
3569,19,89,45,60,67,27,24,4,8,74,6
3570,74,40,31,47,22,3,73,4,66,62,2
3571,8,47,61,28,1,81,25,99,4,100,5
3572,52,26,22,53,87,1,84,15,17,75,2
3573,39,22,15,73,74,1,99,95,32,75,3
3574,31,8,48,80,61,5,22,12,6,73,3
3575,17,16,1,82,52,24,88,11,20,19,4
3576,39,94,53,65,63,1,100,31,18,33,2
3577,31,61,55,47,66,95,89,18,26,59,4
3578,47,71,60,57,100,81,20,2,5,10,5
3579,37,47,73,38,10,77,1,18,67,54,5
3580,13,34,29,70,27,8,24,100,15,7,4
3581,39,73,35,1,28,14,61,80,66,4,6
3582,18,74,3,15,24,77,71,54,34,88,2
3583,1,40,47,31,73,61,32,12,54,7,7
3584,40,4,85,12,9,38,46,11,2,24,4
3585,42,52,33,92,1,78,99,14,68,51,5
3586,1,25,31,26,32,5,77,39,11,4,5
3587,17,40,4,49,25,53,88,70,28,67,5
3588,85,25,82,19,66,61,39,81,60,67,3
3589,69,68,12,4,32,1,88,89,38,33,3
3590,81,22,3,48,62,46,1,82,17,45,3
3591,42,87,3,94,52,25,12,74,81,29,4
3592,68,95,5,1,54,31,18,66,3,35,6
3593,38,4,39,10,12,82,24,54,80,53,4
3594,38,59,68,94,5,61,96,1,89,71,4
3595,89,8,66,70,53,11,23,26,58,24,3
3596,1,17,59,82,67,9,28,12,58,14,2
3597,1,18,9,3,73,11,54,26,75,5,2
3598,56,80,67,58,10,49,45,88,22,46,3
3599,73,42,95,1,37,45,38,4,5,18,3
3600,36,48,10,73,1,94,33,8,20,100,3
3601,43,32,68,82,16,26,54,85,17,4,5
3602,54,1,85,40,22,14,11,47,20,70,6
3603,45,25,4,27,34,62,7,75,33,66,7
3604,70,32,18,1,34,15,7,52,31,50,7
3605,66,1,61,2,19,74,60,40,47,17,4
3606,83,18,11,52,61,32,20,29,12,75,2
3607,68,4,69,96,87,1,46,58,17,19,4
3608,49,99,11,46,80,3,59,34,47,33,3
3609,11,75,40,95,96,46,29,74,1,13,5
3610,82,66,12,38,19,10,45,11,87,42,4
3611,88,1,29,74,68,64,58,38,12,53,3
3612,24,88,60,80,38,94,18,46,26,63,5
3613,45,81,53,3,1,49,14,54,52,39,4
3614,82,31,25,76,77,18,12,5,3,32,2
3615,59,1,33,40,47,29,11,68,53,18,3
3616,12,15,13,30,58,26,25,21,39,73,2
3617,39,74,67,47,46,18,13,82,30,72,2
3618,59,88,48,82,96,75,43,31,40,53,5
3619,10,37,60,25,1,89,76,19,3,12,4
3620,46,95,31,19,25,68,80,39,96,10,8
3621,18,98,46,80,35,14,92,23,47,61,5
3622,15,7,55,80,17,12,40,20,66,32,5
3623,35,24,45,19,56,48,46,44,66,94,7
3624,40,68,53,97,82,81,60,37,24,6,2
3625,95,82,81,94,1,10,73,18,97,7,4
3626,66,2,22,10,45,5,26,96,19,1,4
3627,23,89,68,1,10,3,6,73,47,80,5
3628,54,4,14,10,1,88,5,11,22,52,6
3629,75,43,34,67,10,61,24,50,11,65,4
3630,25,15,3,45,58,6,1,73,67,7,6
3631,75,32,60,15,97,30,53,9,77,81,4
3632,59,26,1,100,89,94,2,38,31,99,6
3633,1,31,21,47,11,10,45,46,73,25,4
3634,67,29,81,19,54,61,66,53,46,49,2
3635,95,1,45,73,38,62,16,81,68,50,2
3636,26,31,60,96,65,11,47,74,3,12,4
3637,89,19,20,52,11,25,33,67,9,62,4
3638,51,80,20,58,88,73,3,24,89,49,2
3639,35,32,85,21,11,80,40,13,87,23,5
3640,23,68,89,57,3,52,74,25,26,40,3
3641,75,27,40,88,90,10,13,48,1,26,4
3642,67,82,3,42,69,1,27,48,45,53,2
3643,21,89,71,45,94,96,3,11,47,61,4
3644,76,90,94,4,68,82,30,27,50,40,3
3645,66,31,35,100,81,87,37,88,12,5,4
3646,46,95,1,31,16,29,21,38,3,51,3
3647,60,45,19,88,35,72,21,3,36,57,3
3648,22,3,1,19,8,54,12,25,46,33,8
3649,1,74,43,55,98,8,81,5,61,2,2
3650,40,85,26,67,4,8,75,49,31,47,4
3651,10,15,1,14,55,18,45,17,4,34,2
3652,28,27,18,49,87,48,59,7,83,1,4
3653,82,74,68,39,1,18,59,19,12,10,3
3654,42,66,47,1,29,48,13,3,19,41,6
3655,74,18,91,50,94,75,2,33,17,52,5
3656,3,15,34,95,8,73,46,20,91,61,4
3657,13,39,75,1,94,8,38,28,31,24,3
3658,12,39,53,28,14,26,19,27,47,80,3
3659,50,40,73,29,54,67,39,6,4,87,8
3660,23,73,5,44,25,65,11,58,33,12,5
3661,96,42,45,1,33,68,32,11,25,28,3
3662,67,1,96,16,38,4,8,33,94,53,4
3663,96,75,12,99,93,74,4,36,24,88,5
3664,97,53,10,21,66,40,52,50,33,47,5
3665,23,12,17,46,61,20,67,52,10,81,2
3666,96,7,68,89,18,59,11,1,93,95,6
3667,47,40,17,1,94,80,52,61,67,75,8
3668,84,91,19,1,56,3,81,12,2,94,7
3669,32,14,17,1,31,58,76,74,68,46,6
3670,21,39,11,12,15,5,46,3,1,24,4
3671,47,56,89,35,7,45,5,4,11,66,3
3672,19,55,25,26,40,1,88,82,74,53,4
3673,68,40,62,1,2,12,34,9,56,14,2
3674,54,25,15,46,68,3,39,85,89,80,6
3675,17,66,47,95,69,25,1,68,88,42,3
3676,80,87,11,4,53,1,75,78,66,10,5
3677,16,67,45,40,1,19,21,88,52,10,2
3678,62,46,60,5,8,47,31,43,33,26,8
3679,53,41,8,67,54,6,24,95,14,68,3
3680,1,67,95,20,58,73,76,5,49,17,4
3681,43,67,13,39,92,75,53,80,63,37,2
3682,37,22,15,18,79,29,1,80,16,94,4
3683,64,10,74,11,47,67,66,57,19,81,4
3684,42,18,26,66,28,47,1,41,15,14,3
3685,76,20,87,82,48,75,39,37,1,25,6
3686,79,82,45,11,77,2,68,14,26,18,2
3687,1,89,35,62,20,55,28,97,19,39,4
3688,24,61,79,11,22,33,54,94,12,21,2
3689,40,32,67,36,13,25,10,24,80,46,2
3690,51,40,18,16,15,55,54,81,1,67,4
3691,51,27,39,67,84,53,46,96,5,10,4
3692,10,38,33,1,79,67,68,44,52,25,4
3693,19,15,61,39,66,17,95,3,54,94,2
3694,70,74,30,45,38,15,27,89,32,94,3
3695,1,33,54,41,23,61,21,5,2,56,2
3696,100,81,16,38,3,1,22,11,13,19,3
3697,68,99,17,42,88,45,40,4,25,95,3
3698,1,32,96,26,24,73,61,35,6,51,4
3699,69,43,61,9,6,14,26,10,25,48,4
3700,2,1,34,5,88,17,60,21,71,16,4
3701,17,52,67,57,80,40,95,32,45,59,3
3702,11,17,75,27,61,57,46,59,5,89,2
3703,40,74,53,39,29,18,78,99,38,1,6
3704,81,39,1,20,29,33,98,40,74,18,4
3705,47,63,45,30,12,17,82,87,1,13,3
3706,31,54,15,10,27,47,20,25,75,22,4
3707,10,79,40,1,94,49,29,50,18,36,4
3708,61,12,27,9,41,51,7,1,82,24,5
3709,7,11,62,65,1,48,88,39,5,46,7
3710,31,1,74,4,84,98,35,12,10,30,4
3711,21,95,16,19,5,8,55,9,7,88,2
